SYMBOL,AVG_TTL_TRD_QNTY,NEW_TTL_TRD_QNTY,PCT_DEVIATION
SCODATUBES,1788751.7,8646097,383.36
SCPL,9358.9,3016,-67.77
SDL26BEES,4529.7,700,-84.55
SELECTIPO,23851.1,5260,-77.95
SENCO,769509.0,229413,-70.19
SENSEXETF,8269.9,27610,233.86
SETF10GILT,16780.0,7760,-53.75
SETFNIFBK,164514.0,9203,-94.41
SETFNN50,23104.5,39642,71.58
SGIL,113951.22,22000,-80.69
SHAHALLOYS,40615.11,6022,-85.17
SHALBY,95526.56,189958,98.85
SHALPAINTS,94335.56,27952,-70.37
SHANTIGEAR,66619.56,25785,-61.3
SHARDAMOTR,246584.78,79705,-67.68
SHARIABEES,7535.44,14362,90.59
SHRADHA,22214.89,10026,-54.87
SHREEPUSHK,238942.67,54542,-77.17
SIGACHI,21454316.22,6436018,-70.0
SIGNPOST,1443565.78,283672,-80.35
SIKKO,58341.89,10591,-81.85
SILLYMONKS,112462.67,186614,65.93
SILVER360,5289.11,8488,60.48
SILVERADD,455185.78,1100325,141.73
SILVERBEES,12060975.56,21780109,80.58
SILVERETF,330503.78,1124252,240.16
SILVERTUC,41078.89,4030,-90.19
SINDHUTRAD,10074219.89,3102982,-69.2
SINTERCOM,7436.22,28758,286.73
SIRCA,485518.33,847500,74.56
SIYSIL,462991.33,63347,-86.32
SKFINDIA,93452.67,39141,-58.12
SMARTLINK,7133.56,3496,-50.99
SMCGLOBAL,361883.33,130007,-64.07
SMLT,15936.78,5389,-66.19
SMSPHARMA,82566.1,30628,-62.9
SNXT30BEES,9208.1,4285,-53.46
SOBHA,313217.5,650986,107.84
SOMANYCERA,33386.3,11119,-66.7
SOMATEX,159298.0,65507,-58.88
SOMICONVEY,17256.4,4160,-75.89
SONAMLTD,45024.1,119702,165.86
SONATSOFTW,2396066.3,667289,-72.15
SPAL,40269.4,104250,158.88
SPANDANA,196593.4,900503,358.05
SPLPETRO,37767.2,13058,-65.43
SRGHFL,3947.8,137,-96.53
SSWL,465291.7,157780,-66.09
STAR,398884.9,787706,97.48
STARCEMENT,152540.8,64126,-57.96
STARHEALTH,1049370.9,277253,-73.58
STARTECK,9979.8,23252,132.99
STEL,2163.3,7335,239.07
STLTECH,6301366.0,2167786,-65.6
STYLEBAAZA,580221.0,74733,-87.12
STYRENIX,21713.2,33551,54.52
SUBROS,298409.2,114522,-61.62
SULA,175034.0,495877,183.3
SUMICHEM,524769.1,195634,-62.72
SUNCLAY,6402.3,2654,-58.55
SUNDARMHLD,187834.5,88201,-53.04
SUNDRMFAST,168951.2,297988,76.38
SUNDROP,13301.1,4556,-65.75
SUNFLAG,668537.8,273533,-59.08
SUPERHOUSE,5670.7,8907,57.07
SUPERSPIN,198059.5,406725,105.35
SUPRAJIT,104370.9,222553,113.23
SUPREME,243212.3,24031,-90.12
SUPREMEIND,151825.8,263406,73.49
SURAJEST,88401.7,210269,137.86
SURAJLTD,9756.7,739,-92.43
SURYALAXMI,71484.5,11369,-84.1
SURYAROSNI,237720.9,431850,81.66
SURYODAY,228786.4,103238,-54.88
SYMPHONY,78952.8,30361,-61.55
SYNGENE,620640.6,1489769,140.04
TARSONS,38892.2,16102,-58.6
TASTYBITE,4364.7,1482,-66.05
TATATECH,1062089.4,1716880,61.65
TATSILV,2992792.8,5961966,99.21
TATVA,79412.6,30437,-61.67
TBZ,351400.9,105372,-70.01
TCI,59927.1,25039,-58.22
TEAMLEASE,24233.1,11549,-52.34
TECH,22043.1,2408694,10827.2
TECHNOE,270580.4,500637,85.02
TEGA,174368.2,499557,186.5
TEXINFRA,119338.2,54971,-53.94
TEXMOPIPES,109449.3,31378,-71.33
THEINVEST,21758.7,7904,-63.67
THEJO,15778.1,7828,-50.39
THYROCARE,67607.1,410425,507.07
TI,614268.1,1021170,66.24
TIIL,24667.2,10016,-59.4
TIMKEN,84950.7,217060,155.51
TIPSMUSIC,154884.3,57639,-62.79
TIRUMALCHM,459394.6,216076,-52.97
TMB,72742.7,35038,-51.83
TNIDETF,61362.9,369369,501.94
TNPL,336127.3,139215,-58.58
TOKYOPLAST,5263.6,20747,294.16
TOLINS,152116.7,44280,-70.89
TOP10ADD,188167.6,579229,207.83
TOTAL,7145.2,3258,-54.4
TRANSRAILL,4787652.7,1961188,-59.04
TRANSWORLD,20842.5,6868,-67.05
TRENT,1812499.8,829406,-54.24
TRIDENT,14790963.1,5178910,-64.99
TRITURBINE,1309516.6,541862,-58.62
TTKHLTCARE,7588.5,19824,161.24
TTKPRESTIG,46723.2,20112,-56.96
TVSHLTD,10887.3,20111,84.72
TVSMOTOR,603105.1,1072824,77.88
TVSSRICHAK,25779.5,4277,-83.41
UCAL,40258.0,11166,-72.26
UGARSUGAR,271543.9,114025,-58.01
UGROCAP,636998.5,193496,-69.62
UJJIVANSFB,10583020.4,18368147,73.56
UNIENTER,8655.4,2779,-67.89
UNIONGOLD,919.8,4626,402.94
UNITEDPOLY,809200.3,96333,-88.1
UNITEDTEA,3824.6,13087,242.18
UNIVASTU,141460.7,760570,437.65
USHAMART,495562.7,1995415,302.66
UTIAMC,484995.8,232962,-51.97
UTIBANKETF,1373507.4,30669,-97.77
UYFINCORP,525515.5,96263,-81.68
VAL30IETF,72015.6,210185,191.86
VARROC,178395.7,82923,-53.52
VASWANI,696724.3,1403550,101.45
VEDL,12097609.9,5611380,-53.62
VENTIVE,555315.3,81562,-85.31
VENUSPIPES,310936.0,114923,-63.04
VGUARD,262781.4,92208,-64.91
VIJIFIN,154419.0,304085,96.92
VIMTALABS,154482.1,59639,-61.39
VINCOFE,2569586.4,1095866,-57.35
VIPIND,1063543.4,11409909,972.82
VIRINCHI,1002570.4,1888994,88.42
VISHNU,103485.8,46270,-55.29
VIVIDHA,348742.6,1277759,266.39
VMART,132532.1,53211,-59.85
VMM,15237095.5,58160932,281.71
VPRPL,293159.4,5544891,1791.43
VRAJ,20627.3,41073,99.12
VSSL,64084.3,21303,-66.76
VSTTILLERS,53679.8,12998,-75.79
VTL,1228353.1,143800,-88.29
WCIL,892447.9,374400,-58.05
WEALTH,6910.1,13731,98.71
WEBELSOLAR,103709.8,176292,69.99
WEIZMANIND,17231.6,3535,-79.49
WEL,593147.4,1754719,195.83
WESTLIFE,128850.4,27754,-78.46
WEWIN,3133.6,7660,144.45
WHEELS,54760.4,19763,-63.91
WILLAMAGOR,37351.1,7812,-79.08
WIPL,3079.3,1508,-51.03
WOCKPHARMA,961259.0,2002631,108.33
WORTH,11061.1,19506,76.35
WSTCSTPAPR,154309.4,53185,-65.53
XELPMOC,11090.5,3378,-69.54
XPROINDIA,32949.5,7622,-76.87
YUKEN,14997.2,3098,-79.34
ZEEL,18484603.2,31345967,69.58
ZENITHEXPO,1860.5,3656,96.51
ZODIACLOTH,20011.0,6260,-68.72
ZOTA,330585.7,124012,-62.49
ZYDUSLIFE,866771.6,1409414,62.61
ZYDUSWELL,39930.9,79639,99.44
